Movie_Name,title,year,genres,sum_rating,count,avg_rating,weighted_rating
$uperthief: Inside America's Biggest Bank Score (2012),$uperthief: Inside America's Biggest Bank Score,2012.0,(no genres listed),5.0,1,5.0,3.122150761567037
'49-'17 (1917),'49-'17,1917.0,Comedy|Western,10.5,4,2.625,3.027847047306034
'63 Boycott (2016),'63 Boycott,2016.0,Documentary,4.5,1,4.5,3.1089928668301945
'68 (1988),'68,1988.0,(no genres listed),2.5,1,2.5,3.0563612878828263
'71 (2014),'71,2014.0,Action|Drama|Thriller|War,1225.5,333,3.68018018018018,3.6193019701068847
'Gator Bait (1974),'Gator Bait,1974.0,Action|Thriller,10.5,4,2.625,3.027847047306034
'Hellboy': The Seeds of Creation (2004),'Hellboy': The Seeds of Creation,2004.0,Action|Adventure|Comedy|Documentary|Fantasy,294.0,99,2.9696969696969697,2.99736565396726
"'Human' Factor, The (Human Factor, The) (1975)","'Human' Factor, The (Human Factor, The)",1975.0,Drama|Thriller,13.5,6,2.25,2.9567843939429626
'Master Harold' ... And the Boys (2010),'Master Harold' ... And the Boys,2010.0,Drama,5.0,1,5.0,3.122150761567037
'Master Harold'... and the Boys (1985),'Master Harold'... and the Boys,1985.0,Drama,12.0,3,4.0,3.1410432234886847
'Neath Brooklyn Bridge (1942),'Neath Brooklyn Bridge,1942.0,Comedy|Drama|Romance|War,3.5,1,3.5,3.0826770773565104
'Neath the Arizona Skies (1934),'Neath the Arizona Skies,1934.0,Western,47.0,21,2.238095238095238,2.7696849817163347
'Pimpernel' Smith (1941),'Pimpernel' Smith,1941.0,Action,9.5,3,3.1666666666666665,3.0785432234886847
'R Xmas (2001),'R Xmas,2001.0,Crime|Drama,69.5,27,2.574074074074074,2.861589514680428
'Round Midnight (1986),'Round Midnight,1986.0,Drama|Musical,686.0,188,3.648936170212766,3.553963239731322
'Salem's Lot (2004),'Salem's Lot,2004.0,Drama|Horror|Mystery|Thriller,514.0,161,3.1925465838509317,3.169907721916906
'Til Madness Do Us Part (2013),'Til Madness Do Us Part,2013.0,Documentary,10.0,3,3.3333333333333335,3.091043223488685
'Til There Was You (1997),'Til There Was You,1997.0,Drama|Romance,1337.5,475,2.8157894736842106,2.8342611893350536
'Tis the Season for Love (2015),'Tis the Season for Love,2015.0,Romance,31.0,11,2.8181818181818183,3.0133693529072376
'Twas the Night (2001),'Twas the Night,2001.0,Children,11.0,5,2.2,2.9676602128463663
'Twas the Night Before Christmas (1974),'Twas the Night Before Christmas,1974.0,Animation|Children|Fantasy,82.5,24,3.4375,3.2154381793368425
"'burbs, The (1989)","'burbs, The",1989.0,Comedy,10341.5,3320,3.114909638554217,3.1144300652188113
'night Mother (1986),'night Mother,1986.0,Drama,1197.5,346,3.4609826589595376,3.4233465507559986
(500) Days of Summer (2009),(500) Days of Summer,2009.0,Comedy|Drama|Romance,42834.0,11498,3.72534353800661,3.723245923618513
(A)sexual (2011),(A)sexual,2011.0,Documentary,52.0,17,3.0588235294117645,3.0674394248064334
(Dis)Honesty: The Truth About Lies (2015),(Dis)Honesty: The Truth About Lies,2015.0,Documentary,103.5,28,3.6964285714285716,3.3406419836853445
(Girl)Friend (2018),(Girl)Friend,2018.0,Comedy|Romance,13.5,5,2.7,3.027184022370176
(T)ERROR (2015),(T)ERROR,2015.0,Documentary|Thriller,54.0,15,3.6,3.2238794026836035
(The New) War of the Buttons (2011),(The New) War of the Buttons,2011.0,Adventure|Children,18.0,6,3.0,3.06143555673366
(Untitled) (2009),(Untitled),2009.0,Comedy|Drama,188.0,55,3.418181818181818,3.2787144449950802
*batteries not included (1987),*batteries not included,1987.0,Children|Comedy|Fantasy|Sci-Fi,5633.0,1736,3.244815668202765,3.241196688629186
+1 (2013),+1,2013.0,Sci-Fi|Thriller,159.5,55,2.9,2.9689318362994284
...All the Marbles (1981),...All the Marbles,1981.0,Comedy|Drama,130.0,52,2.5,2.73754751617469
...And God Spoke (1993),...And God Spoke,1993.0,Comedy,155.5,50,3.11,3.0935830912591653
...And Justice for All (1979),...And Justice for All,1979.0,Drama|Thriller,4076.0,1120,3.6392857142857142,3.6211250898353913
...And the Earth Did Not Swallow Him (1995),...And the Earth Did Not Swallow Him,1995.0,(no genres listed),3.0,1,3.0,3.0695191826196684
...E fuori nevica! (2014),...E fuori nevica!,2014.0,Comedy,5.0,1,5.0,3.122150761567037
...First Do No Harm (1997),...First Do No Harm,1997.0,Drama,3.0,1,3.0,3.0695191826196684
...ing (2003),...ing,2003.0,Drama|Romance,15.5,5,3.1,3.0748030699892235
...tick... tick... tick... (1970),...tick... tick... tick...,1970.0,Action|Drama,21.5,7,3.0714285714285716,3.0714029304442594
.45 (2006),.45,2006.0,Crime|Drama|Thriller,66.0,26,2.5384615384615383,2.8514560149134507
.hack Liminality In the Case of Kyoko Tohno,.hack Liminality In the Case of Kyoko Tohno,,(no genres listed),5.0,1,5.0,3.122150761567037
.hack Liminality In the Case of Yuki Aihara,.hack Liminality In the Case of Yuki Aihara,,(no genres listed),5.0,1,5.0,3.122150761567037
.hack Liminality: In the Case of Mai Minase,.hack Liminality: In the Case of Mai Minase,,(no genres listed),8.0,2,4.0,3.1190186907576254
.hack//Beyond the World (2012),.hack//Beyond the World,2012.0,Action|Animation|Sci-Fi,8.5,3,2.8333333333333335,3.053543223488685
0.5mm (2014),0.5mm,2014.0,Drama,6.5,2,3.25,3.0805571522960866
00 Schneider - Im Wendekreis der Eidechse (2013),00 Schneider - Im Wendekreis der Eidechse,2013.0,Comedy,9.0,3,3.0,3.066043223488685
00 Schneider - Jagd auf Nihil Baxter (1994),00 Schneider - Jagd auf Nihil Baxter,1994.0,Comedy|Crime,42.5,11,3.8636363636363638,3.2529526862405707
008: Operation Exterminate (1966),008: Operation Exterminate,1966.0,Action|Comedy,3.0,1,3.0,3.0695191826196684
009 Re: Cyborg (2012),009 Re: Cyborg,2012.0,Action|Animation|Sci-Fi,21.0,11,1.9090909090909092,2.805036019573904
009-1: The End of the Beginning (2013),009-1: The End of the Beginning,2013.0,Action|Sci-Fi,3.0,1,3.0,3.0695191826196684
07/27/1978 (2017),07/27/1978,2017.0,Comedy|Documentary,4.0,1,4.0,3.0958349720933525
08/15 (1954),08/15,1954.0,Drama|War,4.0,1,4.0,3.0958349720933525
09:06 (2009),09:06,2009.0,Drama|Thriller,5.5,2,2.75,3.054916126655061
1 (2013),1,2013.0,Documentary,75.0,20,3.75,3.3095040164832876
1 (2014),1,2014.0,Action|Mystery|Romance,41.5,15,2.7666666666666666,2.983494787298988
1 Buck (2017),1 Buck,2017.0,Drama|Thriller,12.5,4,3.125,3.076627535110912
1 Chance 2 Dance (2014),1 Chance 2 Dance,2014.0,(no genres listed),14.5,4,3.625,3.12540802291579
1 Journée (2007),1 Journée,2007.0,Drama,3.5,1,3.5,3.0826770773565104
1 Litre of Tears (2005),1 Litre of Tears,2005.0,Drama,2.5,1,2.5,3.0563612878828263
1 Mile to You (2017),1 Mile to You,2017.0,(no genres listed),41.0,11,3.727272727272727,3.2217026862405707
1 Night (2017),1 Night,2017.0,Drama|Romance,40.0,14,2.857142857142857,3.0125829203832826
1 Out of 7 (2012),1 Out of 7,2012.0,Drama,6.5,2,3.25,3.0805571522960866
1 P.M. (1972),1 P.M.,1972.0,Documentary,10.5,3,3.5,3.103543223488685
1% (2019),1%,2019.0,Drama,5.5,2,2.75,3.054916126655061
"1, 2, 3, Sun (Un, deuz, trois, soleil) (1993)","1, 2, 3, Sun (Un, deuz, trois, soleil)",1993.0,Drama,42.5,17,2.5,2.891513498880508
"1, 2, 3, voleurs (2011)","1, 2, 3, voleurs",2011.0,Crime,6.5,2,3.25,3.0805571522960866
1-900 (06) (1994),1-900 (06),1994.0,Drama|Romance,388.5,115,3.378260869565217,3.3035640061812326
1-Ichi (2003),1-Ichi,2003.0,Action|Thriller,2.5,1,2.5,3.0563612878828263
1. Mai (2008),1. Mai,2008.0,Drama,3.5,1,3.5,3.0826770773565104
1/1 (2018),1/1,2018.0,Drama,7.0,2,3.5,3.0933776651165994
10 (1979),10,1979.0,Comedy|Romance,2139.0,740,2.8905405405405404,2.8991528042980015
10 000 timmar (2014),10 000 timmar,2014.0,Comedy,6.5,3,2.1666666666666665,3.003543223488685
10 Attitudes (2001),10 Attitudes,2001.0,Comedy|Drama|Romance,10.5,3,3.5,3.103543223488685
10 Billion: What's On Your Plate (2015),10 Billion: What's On Your Plate,2015.0,Documentary,11.0,3,3.6666666666666665,3.116043223488685
10 Cent Pistol (2015),10 Cent Pistol,2015.0,Crime|Thriller,9.5,7,1.3571428571428572,2.7986756577169865
10 Cloverfield Lane (2016),10 Cloverfield Lane,2016.0,Thriller,13595.5,3660,3.7146174863387977,3.7081800727453467
10 Days in a Madhouse (2015),10 Days in a Madhouse,2015.0,(no genres listed),13.0,4,3.25,3.0888226570621313
10 Items or Less (2006),10 Items or Less,2006.0,Comedy|Drama|Romance,1422.5,425,3.347058823529412,3.3249820972717474
10 Minutes (2014),10 Minutes,2014.0,(no genres listed),3.5,2,1.75,3.00363407537301
10 Minutes Gone (2019),10 Minutes Gone,2019.0,Action|Crime|Mystery|Thriller,9.0,3,3.0,3.066043223488685
10 Mountains 10 Years (2010),10 Mountains 10 Years,2010.0,Documentary,5.0,2,2.5,3.0420956138345483
10 Questions for the Dalai Lama (2006),10 Questions for the Dalai Lama,2006.0,Documentary,95.0,27,3.5185185185185186,3.260027014680428
10 Rillington Place (1971),10 Rillington Place,1971.0,Crime|Drama|Thriller,562.5,160,3.515625,3.4321915174596316
10 Rules for Sleeping Around (2013),10 Rules for Sleeping Around,2013.0,Comedy|Romance,18.5,8,2.3125,2.936482865323275
10 Things I Hate About You (1999),10 Things I Hate About You,1999.0,Comedy|Romance,48438.5,13710,3.5330780452224655,3.531835435290576
10 Years (2011),10 Years,2011.0,Comedy|Drama|Romance,313.0,105,2.980952380952381,3.0045192178841367
10 jours en or (2012),10 jours en or,2012.0,Comedy|Drama,4.0,1,4.0,3.0958349720933525
10 minutes (10 minuta) (2002),10 minutes (10 minuta),2002.0,Drama|War,15.5,6,2.5833333333333335,3.0032960218499394
10 to Midnight (1983),10 to Midnight,1983.0,Action|Adventure|Thriller,289.5,106,2.731132075471698,2.819172929647184
10%: What Makes a Hero? (2013),10%: What Makes a Hero?,2013.0,Adventure|Documentary,4.5,3,1.5,2.9535432234886847
10+10 (2011),10+10,2011.0,(no genres listed),4.5,2,2.25,3.0292751010140355
"10,000 BC (2008)","10,000 BC",2008.0,Adventure|Romance|Thriller,6409.0,2532,2.5312006319115326,2.538980820918469
"10,000 Black Men Named George (2002)","10,000 Black Men Named George",2002.0,(no genres listed),10.0,4,2.5,3.015651925354814
"10,000 Days (2014)","10,000 Days",2014.0,Sci-Fi,5.0,1,5.0,3.122150761567037
"10,000 Dollars for a Massacre (1967)","10,000 Dollars for a Massacre",1967.0,Western,5.5,2,2.75,3.054916126655061
10.0 Earthquake (2014),10.0 Earthquake,2014.0,Action|Adventure,14.0,6,2.3333333333333335,2.9684123009197068
100 Bloody Acres (2012),100 Bloody Acres,2012.0,Comedy|Horror,86.5,30,2.8833333333333333,2.9871899841723493
100 Days (1991),100 Days,1991.0,Horror|Romance|Thriller,5.5,3,1.8333333333333333,2.978543223488685
100 Days Before the Command (1991),100 Days Before the Command,1991.0,Drama,4.5,2,2.25,3.0292751010140355
100 Days With Mr. Arrogant (2004),100 Days With Mr. Arrogant,2004.0,Comedy|Romance,30.0,11,2.727272727272727,2.992536019573904
100 Degrees Below Zero (2013),100 Degrees Below Zero,2013.0,Action|Sci-Fi,15.5,6,2.5833333333333335,3.0032960218499394
100 Dinge (2018),100 Dinge,2018.0,Comedy,49.5,14,3.5357142857142856,3.198857430187204
100 Feet (2008),100 Feet,2008.0,Horror|Thriller,294.5,102,2.8872549019607843,2.9362714312197657
100 Ghost Street: The Return of Richard Speck (2012),100 Ghost Street: The Return of Richard Speck,2012.0,Horror,18.5,8,2.3125,2.936482865323275
100 Girls (2000),100 Girls,2000.0,Comedy|Romance,1305.5,430,3.036046511627907,3.0388473853095235
100 Men and a Girl (One Hundred Men and a Girl) (1937),100 Men and a Girl (One Hundred Men and a Girl),1937.0,Comedy,58.0,20,2.9,3.0112584024482
100 Million BC (2008),100 Million BC,2008.0,Sci-Fi,13.5,5,2.7,3.027184022370176
100 Poems for Stella (2017),100 Poems for Stella,2017.0,Romance,3.0,1,3.0,3.0695191826196684
100 Rifles (1969),100 Rifles,1969.0,Adventure|War|Western,157.5,57,2.763157894736842,2.8844864780802917
100 Streets (2016),100 Streets,2016.0,Drama,29.5,10,2.95,3.045568700841434
100 Tears (2007),100 Tears,2007.0,Horror,5.5,4,1.375,2.905895827793839
100 Women (2002),100 Women,2002.0,Comedy|Romance,20.0,5,4.0,3.1819459271320807
100 Yards (2019),100 Yards,2019.0,Drama,2.0,1,2.0,3.0432033931459843
100 Years at the Movies (1994),100 Years at the Movies,1994.0,Documentary,13.5,4,3.375,3.101017779013351
100 Years of Evil (2010),100 Years of Evil,2010.0,Adventure|Comedy|Documentary,4.0,1,4.0,3.0958349720933525
100 Yen Love (2014),100 Yen Love,2014.0,Comedy|Drama,27.0,7,3.857142857142857,3.1964029304442594
100 Yen: The Japanese Arcade Experience (2012),100 Yen: The Japanese Arcade Experience,2012.0,Documentary,9.0,2,4.5,3.144659716398651
100 grams for Bravery (1976),100 grams for Bravery,1976.0,Comedy,3.5,1,3.5,3.0826770773565104
100 metros (2016),100 metros,2016.0,Drama,37.5,11,3.409090909090909,3.148786019573904
100% Love (2011),100% Love,2011.0,Drama|Romance,25.5,7,3.642857142857143,3.16231202135335
"1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse) (1960)","1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse)",1960.0,Crime|Horror|Mystery|Thriller,228.5,67,3.41044776119403,3.289824316726418
1000 Journals (2007),1000 Journals,2007.0,(no genres listed),2.0,1,2.0,3.0432033931459843
1000 Rupee Note (2016),1000 Rupee Note,2016.0,Drama,7.0,2,3.5,3.0933776651165994
1000 To 1 (2014),1000 To 1,2014.0,Drama,4.0,1,4.0,3.0958349720933525
1001 Grams (2014),1001 Grams,2014.0,Drama,57.0,17,3.3529411764705883,3.1600320173990264
1001 Nights (1990),1001 Nights,1990.0,Adventure|Comedy|Fantasy,9.0,4,2.25,2.9912616814523756
101 Dalmatians (1996),101 Dalmatians,1996.0,Adventure|Children|Comedy,26761.0,8825,3.0324079320113313,3.032570720936532
101 Dalmatians (One Hundred and One Dalmatians) (1961),101 Dalmatians (One Hundred and One Dalmatians),1961.0,Adventure|Animation|Children,28900.0,8409,3.4367939112855272,3.4351931954699917
101 Dalmatians II: Patch's London Adventure (2003),101 Dalmatians II: Patch's London Adventure,2003.0,Animation|Children,263.5,84,3.136904761904762,3.1168737928888213
101 Rent Boys (2000),101 Rent Boys,2000.0,Documentary,19.0,5,3.8,3.1581364033225565
101 Reykjavik (101 Reykjavík) (2000),101 Reykjavik (101 Reykjavík),2000.0,Comedy|Drama|Romance,1598.5,447,3.576062639821029,3.537482911032123
1013 Briar Lane,1013 Briar Lane,,Horror,0.5,1,0.5,3.0037297089354578
101次求婚,101次求婚,,(no genres listed),6.5,2,3.25,3.0805571522960866
102 Dalmatians (2000),102 Dalmatians,2000.0,Children|Comedy,4266.0,1808,2.359513274336283,2.3737895549807844
102 Minutes That Changed America (2008),102 Minutes That Changed America,2008.0,Documentary,88.0,23,3.8260869565217392,3.36069548232579
102 Not Out (2018),102 Not Out,2018.0,Children|Comedy|Drama,16.5,5,3.3,3.098612593798747
1066:  A Year to Conquer England (2017),1066:  A Year to Conquer England,2017.0,Documentary|Drama,2.0,1,2.0,3.0432033931459843
10th & Wolf (2006),10th & Wolf,2006.0,Crime|Drama|Thriller,256.5,86,2.9825581395348837,3.0092823491020115
"10th Judicial Court: Judicial Hearings, The (10e chambre - Instants d'audience) (2004)","10th Judicial Court: Judicial Hearings, The (10e chambre - Instants d'audience)",2004.0,Documentary,50.5,16,3.15625,3.0970137535763658
"10th Victim, The (La decima vittima) (1965)","10th Victim, The (La decima vittima)",1965.0,Action|Comedy|Sci-Fi|Thriller,367.5,112,3.28125,3.2291391203996467
10x10 (2018),10x10,2018.0,Thriller,101.5,39,2.6025641025641026,2.830812222888782
10½ (2010),10½,2010.0,Drama,6.0,2,3.0,3.067736639475574
11 Blocks (2015),11 Blocks,2015.0,Action,2.5,1,2.5,3.0563612878828263
11 Days 11 Nights Part 3 (1989),11 Days 11 Nights Part 3,1989.0,Drama,4.0,1,4.0,3.0958349720933525
11 Days 11 Nights: Part 1 - Fantasy Becomes Reality (1987),11 Days 11 Nights: Part 1 - Fantasy Becomes Reality,1987.0,Drama|Romance,4.0,1,4.0,3.0958349720933525
11 Flowers (Wo 11) (2011),11 Flowers (Wo 11),2011.0,Drama,16.5,4,4.125,3.174188510720668
11 Harrowhouse (1974),11 Harrowhouse,1974.0,Comedy|Crime,43.0,13,3.3076923076923075,3.1328345787909475
11 Minutes (2015),11 Minutes,2015.0,(no genres listed),34.5,10,3.45,3.1519516795648386
11 Minutes Ago (2007),11 Minutes Ago,2007.0,Drama|Romance|Sci-Fi,16.5,6,2.75,3.026551835803428
11 x 14 (1977),11 x 14,1977.0,Drama,19.5,6,3.25,3.0963192776638926
"11'09""01 - September 11 (2002)","11'09""01 - September 11",2002.0,Drama,399.0,121,3.2975206611570247,3.2445679046806792
11-11-11 (11-11-11: The Prophecy) (2011),11-11-11 (11-11-11: The Prophecy),2011.0,Horror|Thriller,126.0,53,2.3773584905660377,2.6626858771060817
11.22.63 (2016),11.22.63,2016.0,Drama|Thriller,786.0,215,3.655813953488372,3.57000686087122
11.6 (2013),11.6,2013.0,Crime|Drama,33.0,10,3.3,3.120036785947817
11/11/11 (2011),11/11/11,2011.0,Horror|Thriller,15.5,7,2.2142857142857144,2.9350392940806227
11/8/16 (2017),11/8/16,2017.0,Documentary,3.0,1,3.0,3.0695191826196684
11:00 AM (2013),11:00 AM,2013.0,Fantasy|Sci-Fi,30.0,11,2.727272727272727,2.992536019573904
11:14 (2003),11:14,2003.0,Comedy|Crime|Drama|Mystery|Thriller,2696.0,760,3.5473684210526315,3.525271930915367
11:55 (2016),11:55,2016.0,Crime|Drama,16.0,5,3.2,3.0867078318939853
11:59 (2005),11:59,2005.0,Mystery|Thriller,8.5,2,4.25,3.131839203578138
"11th Hour, The (2007)","11th Hour, The",2007.0,Documentary,226.0,68,3.323529411764706,3.2346831327575947
12 (2007),12,2007.0,Crime|Drama|Thriller|War,564.0,159,3.547169811320755,3.4573557598956497
12 Angry Men (1957),12 Angry Men,1957.0,Drama,70302.5,16569,4.243014062405697,4.24040357274115
12 Angry Men (1997),12 Angry Men,1997.0,Crime|Drama,3011.0,759,3.9670619235836626,3.9254293077129994
12 Chairs (1971),12 Chairs,1971.0,Adventure|Comedy,571.0,148,3.858108108108108,3.700766102375932
12 Chairs (1976),12 Chairs,1976.0,Adventure|Comedy,382.5,100,3.825,3.621472474011295
12 Citizens (2014),12 Citizens,2014.0,Crime|Drama,7.5,2,3.75,3.106198177937112
12 Dates of Christmas (2011),12 Dates of Christmas,2011.0,Children|Comedy|Fantasy|Romance,124.5,39,3.1923076923076925,3.13344380183615
12 Days (2017),12 Days,2017.0,Documentary,13.5,5,2.7,3.027184022370176
12 Days of Christmas Eve (2004),12 Days of Christmas Eve,2004.0,Children|Comedy|Drama|Fantasy,4.5,2,2.25,3.0292751010140355
12 Dicembre (1972),12 Dicembre,1972.0,Documentary,0.5,1,0.5,3.0037297089354578
"12 Dogs of Christmas, The (2005)","12 Dogs of Christmas, The",2005.0,Children,26.5,10,2.65,2.9817389136073915
12 Dogs of Christmas: Great Puppy Rescue (2012),12 Dogs of Christmas: Great Puppy Rescue,2012.0,Children|Comedy,11.5,3,3.8333333333333335,3.128543223488685
12 Feet Deep (2016),12 Feet Deep,2016.0,Thriller,28.0,10,2.8,3.013653807224413
12 Gifts of Christmas (2015),12 Gifts of Christmas,2015.0,Children,27.0,9,3.0,3.057428889990161
12 Jahre (2010),12 Jahre,2010.0,(no genres listed),5.5,2,2.75,3.054916126655061
12 Men of Christmas (2009),12 Men of Christmas,2009.0,Comedy|Romance,20.0,8,2.5,2.9698161986566087
12 O'Clock Boys (2013),12 O'Clock Boys,2013.0,Documentary,64.0,20,3.2,3.116521560342937
12 Paces without a Head (2009),12 Paces without a Head,2009.0,Comedy,0.5,1,0.5,3.0037297089354578
12 Rounds (2009),12 Rounds,2009.0,Action|Thriller,740.0,266,2.781954887218045,2.817299435444051
12 Rounds 3: Lockdown (2015),12 Rounds 3: Lockdown,2015.0,Action,62.5,27,2.314814814814815,2.752214514680428
12 Storeys (Shier lou) (1997),12 Storeys (Shier lou),1997.0,Comedy|Drama,12.5,4,3.125,3.076627535110912
12 Strong (2018),12 Strong,2018.0,Drama|War,509.0,156,3.2628205128205128,3.2261229478733027
12 Wishes of Christmas (2011),12 Wishes of Christmas,2011.0,Comedy|Fantasy,11.0,3,3.6666666666666665,3.116043223488685
12 Years a Slave (2013),12 Years a Slave,2013.0,Drama,20907.0,5384,3.8831723625557206,3.8776317522485795
12 registi per 12 città (1989),12 registi per 12 città,1989.0,(no genres listed),2.5,1,2.5,3.0563612878828263
12 to the Moon (1960),12 to the Moon,1960.0,Sci-Fi,8.0,4,2.0,2.9668714375499365
120 (2008),120,2008.0,Drama|War,13.5,6,2.25,2.9567843939429626
120 Beats Per Minute (2017),120 Beats Per Minute,2017.0,(no genres listed),208.0,59,3.5254237288135593,3.3504346764536193
1210 (2012),1210,2012.0,Drama,5.5,2,2.75,3.054916126655061
125 Years Memory (2015),125 Years Memory,2015.0,Drama,6.5,2,3.25,3.0805571522960866
127 Hours (2010),127 Hours,2010.0,Adventure|Drama|Thriller,23183.0,6413,3.615000779666303,3.611882438595279
12:01 (1993),12:01,1993.0,Comedy|Romance|Sci-Fi|Thriller,324.5,97,3.345360824742268,3.269714395071249
12:08 East of Bucharest (A fost sau n-a fost?) (2006),12:08 East of Bucharest (A fost sau n-a fost?),2006.0,Comedy|Drama,280.5,79,3.550632911392405,3.3977735253409254
12th & Delaware (2010),12th & Delaware,2010.0,Documentary,57.0,16,3.5625,3.219655263010328
13 (2010),13,2010.0,Thriller,658.0,217,3.032258064516129,3.037959562754124
13 Assassins (Jûsan-nin no shikaku) (2010),13 Assassins (Jûsan-nin no shikaku),2010.0,Action,3053.5,825,3.701212121212121,3.674178339837062
13 Beloved (13 game sayawng) (2006),13 Beloved (13 game sayawng),2006.0,Horror|Mystery|Thriller,148.0,45,3.2888888888888888,3.1907527919457
13 Cameras (2015),13 Cameras,2015.0,Drama|Horror,84.5,29,2.913793103448276,3.0021474081749604
13 Curses (2002),13 Curses,2002.0,Horror|Thriller,3.0,1,3.0,3.0695191826196684
13 Demons (2016),13 Demons,2016.0,Thriller,1.0,1,1.0,3.0168876036723
13 Eerie (2013),13 Eerie,2013.0,Horror|Sci-Fi,19.0,10,1.9,2.822164445522285
13 Fighting Men (1960),13 Fighting Men,1960.0,Western,0.5,1,0.5,3.0037297089354578
"13 Frightened Girls! (Candy Web, The) (1963)","13 Frightened Girls! (Candy Web, The)",1963.0,Adventure|Comedy|Thriller,5.0,2,2.5,3.0420956138345483
13 Ghosts (1960),13 Ghosts,1960.0,Horror,2012.0,710,2.8338028169014087,2.8455712569471854
13 Going on 30 (2004),13 Going on 30,2004.0,Comedy|Fantasy|Romance,16236.0,5224,3.1079632465543643,3.1077060879945915
13 Graves (2019),13 Graves,2019.0,Horror,10.5,3,3.5,3.103543223488685
13 Hours (2016),13 Hours,2016.0,Drama,3029.5,812,3.730911330049261,3.7021692920371585
13 Hours in a Warehouse (2008),13 Hours in a Warehouse,2008.0,Horror|Thriller,11.0,4,2.75,3.0400421692572532
13 Lakes (2004),13 Lakes,2004.0,Documentary,8.0,3,2.6666666666666665,3.041043223488685
13 Minutes (2015),13 Minutes,2015.0,Drama,68.5,21,3.261904761904762,3.1403746368887484
13 Moons (2002),13 Moons,2002.0,Comedy|Drama,18.5,7,2.642857142857143,3.003221112262441
13 Rue Madeleine (1947),13 Rue Madeleine,1947.0,Thriller|War,254.0,74,3.4324324324324325,3.31208764810403
13 Tzameti (2005),13 Tzameti,2005.0,Film-Noir|Thriller,1341.0,358,3.7458100558659218,3.68263728845455
13 West Street (1962),13 West Street,1962.0,Crime|Drama,10.0,3,3.3333333333333335,3.091043223488685
13 dies de octubre (2015),13 dies de octubre,2015.0,Drama,3.5,1,3.5,3.0826770773565104
13 reasons why,13 reasons why,,(no genres listed),703.0,190,3.7,3.597540656121354
13B (2009),13B,2009.0,Horror|Mystery|Thriller,103.0,37,2.7837837837837838,2.927590931615505
13th (2016),13th,2016.0,Documentary,1005.5,260,3.8673076923076923,3.7681539694934254
"13th Letter, The (1951)","13th Letter, The",1951.0,Film-Noir,17.0,7,2.4285714285714284,2.969130203171532
"13th Warrior, The (1999)","13th Warrior, The",1999.0,Action|Adventure|Fantasy,22949.0,7339,3.126992778307671,3.1267139003442983
14 Blades (Jin yi wei) (2010),14 Blades (Jin yi wei),2010.0,Action|Drama,101.5,33,3.0757575757575757,3.073453270564963
14 Cameras (2018),14 Cameras,2018.0,Horror|Thriller,11.5,5,2.3,2.979564974751128
14 Going on 30 (1988),14 Going on 30,1988.0,(no genres listed),5.5,2,2.75,3.054916126655061
